ID,Item,Itemtype,Completion
1756762337,"As the weather got warmer, Mark started wearing his lighter jacket instead of his heavy winter",E,coat
1756762337,No me gustó el espectáculo so I changed the,CS,channel
1756762337,Ella pensó que she had seen a,CS,ghost
1756762337,He decided to travel in Iran even though he knew it could be,E,dangerous
1756762337,Ten cuidado porque la parte de arriba del stove is very,CS,hot
1756762337,The white seagull dove down and caught a,E,fish
1756762337,Le preguntaron al joyero si podía examinar the ring's huge,CS,diamond.
1756762337,Giraffes are known for their long necks and zebras for their,E,stripes
1756762337,Our special guests should be arriving,E,soon.
1756762337,Le gusta agregar limón y azúcar in his hot,CS,tea
1756762337,Ella sacó su cabeza de debajo de la canilla y reached for a,CS,towel
1756762337,After lunch he scraped the cold food from his,E,plate.
1756762337,Carolina taught her two-year-old that the pictures are square and that the plates are,E,round
1756762337,The ship disappeared into the thick,E,fog
1756762337,El niño malo was sent to his,CS,room.
1756762337,Shuffle the cards thoroughly before you,E,deal.
1756762337,"While skiing, the instructor broke his",E,leg
1756762337,Él sabía que podía llamar a Chris incluso in the middle of the,CS,night
1756762337,I just had a new sound system installed in my,E,car.
1756762337,Un perro tiene un good sense of,CS,smell
1756762337,La universidad no lo dejaba registrarse hasta que pagara las multas de demora on the borrowed,CS,books
1756762337,El gato estaba acurrucado in Aunt Anna's,CS,lap.
1756762337,He quit his job and left his family so that he could sail around the,E,world
1756762337,"Al atender a pacientes hospitalizados, un médico a veces necesita the help of a",CS,nurse
1756763037,Ron bought a board for the window that was too long and then he bought one that was too,E,short
1756763037,It is important to be on,E,time.
1756763037,Ella pensó que she had seen a,CS,ghost
1756763037,"Cuando se fue la luz, the house became",CS,dark.
1756763037,The ship disappeared into the thick,E,fog
1756763037,"Within minutes of arriving at the office, the executive spilled his thermos full of",E,coffee
1756763037,"Todas las mañanas, antes de ir a la escuela, su madre preparaba su ropa and packed his",CS,lunch
1756763037,None of his books made any,E,sense
1756763037,El niño malo was sent to his,CS,room.
1756763037,No me gustó el espectáculo so I changed the,CS,channel
1756763037,"Está lloviendo, y me olvidé de mi coat, hat, and",CS,umbrella
1756763037,Le preguntaron al joyero si podía examinar the ring's huge,CS,diamond.
1756763037,El gato estaba acurrucado in Aunt Anna's,CS,lap.
1756763037,Richard was afraid to walk near the edge of the cliff because he was afraid he would,E,fall
1756763037,Patricia had never seen a spider get tangled up in its own,E,web.
1756763037,Tom saltó en el lago and made a big,CS,splash
1756763037,After lunch he scraped the cold food from his,E,plate.
1756763037,"Tracy y su esposo no eran católicos, pero ella estaba contenta cuando un sacerdote cálidamente recibió a their three",CS,children
1756763037,He decided to travel in Iran even though he knew it could be,E,dangerous
1756763037,Le gusta agregar limón y azúcar in his hot,CS,tea
1756763037,I just had a new sound system installed in my,E,car.
1756763037,No toque the sticky wet,CS,paint.
1756763037,"Después del huracán, el área alrededor de la ventana was filled with broken",CS,glass
1756763037,El entró furtivamente al room without a,CS,sound
1756763037,"Al atender a pacientes hospitalizados, un médico a veces necesita the help of a",CS,nurse
1756763037,"While skiing, the instructor broke his",E,leg
1756763037,The white seagull dove down and caught a,E,fish
1756763037,William played his stereo much too,E,loud.
1756763037,They decided to buy a small home and build an addition with two more,E,bedrooms
1756763037,The prisoners were planning their,E,escape
1756763037,He quit his job and left his family so that he could sail around the,E,world
1756763037,Antes que ella llegara él abrió una botella de vino y put on some soft,CS,music
1756763037,Shuffle the cards thoroughly before you,E,deal.
1756763037,Carolina taught her two-year-old that the pictures are square and that the plates are,E,round
1756763037,"After dinner, they spent a long time over coffee just",E,talking.
1756763037,Giraffes are known for their long necks and zebras for their,E,stripes
1756763037,He mailed the letter without a,E,stamp
1756763037,A Raquel le encanta el olor del tabaco pero she can't stand all the,CS,smoke.
1756763037,Un perro tiene un good sense of,CS,smell
1756763037,"Cuando Andres llegó al restaurante inseperadamente, Lorenzo le trajo una silla from the adjacent",CS,room.
1756763037,Our special guests should be arriving,E,soon.
1756763037,They saw the lightning and heard the,E,thunder
1756763037,Ten cuidado porque la parte de arriba del stove is very,CS,hot
1756763037,Ella sacó su cabeza de debajo de la canilla y reached for a,CS,towel
1756763037,Él sabía que podía llamar a Chris incluso in the middle of the,CS,night
1756763037,Su piel estaba roja por haber pasado the day at the,CS,beach
1756763037,La universidad no lo dejaba registrarse hasta que pagara las multas de demora on the borrowed,CS,books
1756763037,"As the weather got warmer, Mark started wearing his lighter jacket instead of his heavy winter",E,coat
1756763050,Tom saltó en el lago and made a big,CS,splash
1756763050,Richard was afraid to walk near the edge of the cliff because he was afraid he would,E,fall
1756763050,William played his stereo much too,E,loud.
1756763050,"Al atender a pacientes hospitalizados, un médico a veces necesita the help of a",CS,nurse
1756763050,Our special guests should be arriving,E,soon.
1756763050,They saw the lightning and heard the,E,thunder
1756763050,The white seagull dove down and caught a,E,fish
1756763050,Patricia had never seen a spider get tangled up in its own,E,web.
1756763050,They decided to buy a small home and build an addition with two more,E,bedrooms
1756763050,Él sabía que podía llamar a Chris incluso in the middle of the,CS,night
1756763050,Carolina taught her two-year-old that the pictures are square and that the plates are,E,round
1756763050,The ship disappeared into the thick,E,fog.
1756763050,"Todas las mañanas, antes de ir a la escuela, su madre preparaba su ropa and packed his",CS,lunch
1756763050,Le gusta agregar limón y azúcar in his hot,CS,tea
1756763050,He quit his job and left his family so that he could sail around the,E,world
1756763050,None of his books made any,E,sense.
1756763050,Ella pensó que she had seen a,CS,ghost
1756763050,La universidad no lo dejaba registrarse hasta que pagara las multas de demora on the borrowed,CS,books
1756763050,Ron bought a board for the window that was too long and then he bought one that was too,E,short
1756763050,Le preguntaron al joyero si podía examinar the ring's huge,CS,diamond.
1756763050,Ten cuidado porque la parte de arriba del stove is very,CS,hot
1756763050,No me gustó el espectáculo so I changed the,CS,channel
1756763050,A Raquel le encanta el olor del tabaco pero she can't stand all the,CS,smoke.
1756763050,El niño malo was sent to his,CS,room.
1756763050,Su piel estaba roja por haber pasado the day at the,CS,beach
1756763050,"Está lloviendo, y me olvidé de mi coat, hat, and",CS,umbrella
1756763050,"Tracy y su esposo no eran católicos, pero ella estaba contenta cuando un sacerdote cálidamente recibió a their three",CS,children
1756763050,It is important to be on,E,time.
1756763050,"While skiing, the instructor broke his",E,leg
1756763050,No toque the sticky wet,CS,paint.
1756763050,El gato estaba acurrucado in Aunt Anna's,CS,lap.
1756763050,"As the weather got warmer, Mark started wearing his lighter jacket instead of his heavy winter",E,coat
1756763050,"Cuando se fue la luz, the house became",CS,dark.
1756763050,"Cuando Andres llegó al restaurante inseperadamente, Lorenzo le trajo una silla from the adjacent",CS,room.
1756763050,I just had a new sound system installed in my,E,car.
1756763050,Ella sacó su cabeza de debajo de la canilla y reached for a,CS,towel
1756763050,"Within minutes of arriving at the office, the executive spilled his thermos full of",E,coffee
1756763050,He mailed the letter without a,E,stamp
1756763050,Antes que ella llegara él abrió una botella de vino y put on some soft,CS,music
1756763050,"Después del huracán, el área alrededor de la ventana was filled with broken",CS,glass
1756763050,El entró furtivamente al room without a,CS,sound
1756763050,Shuffle the cards thoroughly before you,E,deal.
1756763050,Un perro tiene un good sense of,CS,smell
1756763050,"After dinner, they spent a long time over coffee just",E,talking.
1756763050,The prisoners were planning their,E,escape
1756763050,He decided to travel in Iran even though he knew it could be,E,dangerous
1756763050,Giraffes are known for their long necks and zebras for their,E,stripes
1756763050,After lunch he scraped the cold food from his,E,plate.
1756763443,"Todas las mañanas, antes de ir a la escuela, su madre preparaba su ropa and packed his",CS,lunch
1756763443,They decided to buy a small home and build an addition with two more,E,bedrooms
1756763443,Él sabía que podía llamar a Chris incluso in the middle of the,CS,night
1756763443,No toque the sticky wet,CS,paint.
1756763443,Un perro tiene un good sense of,CS,smell
1756763443,Tom saltó en el lago and made a big,CS,splash
1756763443,He mailed the letter without a,E,stamp
1756763443,"Cuando Andres llegó al restaurante inseperadamente, Lorenzo le trajo una silla from the adjacent",CS,room.
1756763443,A Raquel le encanta el olor del tabaco pero she can't stand all the,CS,smoke.
1756763443,La universidad no lo dejaba registrarse hasta que pagara las multas de demora on the borrowed,CS,books
1756763443,He quit his job and left his family so that he could sail around the,E,world
1756763443,Le preguntaron al joyero si podía examinar the ring's huge,CS,diamond.
1756763443,El niño malo was sent to his,CS,room.
1756763443,I just had a new sound system installed in my,E,car.
1756763443,"Después del huracán, el área alrededor de la ventana was filled with broken",CS,glass
1756763443,After lunch he scraped the cold food from his,E,plate.
1756763443,"Tracy y su esposo no eran católicos, pero ella estaba contenta cuando un sacerdote cálidamente recibió a their three",CS,children
1756763443,Shuffle the cards thoroughly before you,E,deal.
1756763443,El entró furtivamente al room without a,CS,sound
1756763443,The white seagull dove down and caught a,E,fish
1756763443,Ella sacó su cabeza de debajo de la canilla y reached for a,CS,towel
1756763443,Giraffes are known for their long necks and zebras for their,E,stripes
1756763443,The prisoners were planning their,E,escape
1756763443,They saw the lightning and heard the,E,thunder
1756763443,Antes que ella llegara él abrió una botella de vino y put on some soft,CS,music
1756763443,"After dinner, they spent a long time over coffee just",E,talking.
1756763443,El gato estaba acurrucado in Aunt Anna's,CS,lap.
1756763443,"Al atender a pacientes hospitalizados, un médico a veces necesita the help of a",CS,nurse
1756763443,Su piel estaba roja por haber pasado the day at the,CS,beach
1756763443,"Está lloviendo, y me olvidé de mi coat, hat, and",CS,umbrella
1756763443,Ella pensó que she had seen a,CS,ghost
1756763443,William played his stereo much too,E,loud.
1756763443,Ron bought a board for the window that was too long and then he bought one that was too,E,short
1756763443,No me gustó el espectáculo so I changed the,CS,channel
1756763443,Carolina taught her two-year-old that the pictures are square and that the plates are,E,round
1756763443,The ship disappeared into the thick,E,fog.
1756763443,Our special guests should be arriving,E,soon.
1756763443,None of his books made any,E,sense.
1756763443,"Within minutes of arriving at the office, the executive spilled his thermos full of",E,coffee
1756763443,It is important to be on,E,time.
1756763443,"As the weather got warmer, Mark started wearing his lighter jacket instead of his heavy winter",E,coat
1756763443,Richard was afraid to walk near the edge of the cliff because he was afraid he would,E,fall
1756763443,"Cuando se fue la luz, the house became",CS,dark.
1756763443,"While skiing, the instructor broke his",E,leg
1756763443,Le gusta agregar limón y azúcar in his hot,CS,tea
1756763443,He decided to travel in Iran even though he knew it could be,E,dangerous
1756763443,Patricia had never seen a spider get tangled up in its own,E,web.
1756763443,Ten cuidado porque la parte de arriba del stove is very,CS,hot
1756763488,Carolina taught her two-year-old that the pictures are square and that the plates are,E,round
1756763488,Ron bought a board for the window that was too long and then he bought one that was too,E,short
1756763488,El entró furtivamente al room without a,CS,sound
1756763488,El niño malo was sent to his,CS,room.
1756763488,Ten cuidado porque la parte de arriba del stove is very,CS,hot
1756763488,"While skiing, the instructor broke his",E,leg
1756763488,"Cuando se fue la luz, the house became",CS,dark.
1756763488,Su piel estaba roja por haber pasado the day at the,CS,beach
1756763488,"Tracy y su esposo no eran católicos, pero ella estaba contenta cuando un sacerdote cálidamente recibió a their three",CS,children
1756763488,La universidad no lo dejaba registrarse hasta que pagara las multas de demora on the borrowed,CS,books
1756763488,Patricia had never seen a spider get tangled up in its own,E,web.
1756763488,Giraffes are known for their long necks and zebras for their,E,stripes
1756763488,"After dinner, they spent a long time over coffee just",E,talking.
1756763488,Un perro tiene un good sense of,CS,smell
1756763488,"Está lloviendo, y me olvidé de mi coat, hat, and",CS,umbrella
1756763488,"Todas las mañanas, antes de ir a la escuela, su madre preparaba su ropa and packed his",CS,lunch
1756763488,After lunch he scraped the cold food from his,E,plate.
1756763488,They decided to buy a small home and build an addition with two more,E,bedrooms
1756763488,William played his stereo much too,E,loud.
1756763488,Le preguntaron al joyero si podía examinar the ring's huge,CS,diamond.
1756763488,It is important to be on,E,time.
1756763488,I just had a new sound system installed in my,E,car.
1756763488,The ship disappeared into the thick,E,fog
1756763488,Le gusta agregar limón y azúcar in his hot,CS,tea
1756763488,Antes que ella llegara él abrió una botella de vino y put on some soft,CS,music
1756763488,They saw the lightning and heard the,E,thunder
1756763488,Richard was afraid to walk near the edge of the cliff because he was afraid he would,E,fall
1756763488,No me gustó el espectáculo so I changed the,CS,channel
1756763488,Ella sacó su cabeza de debajo de la canilla y reached for a,CS,towel
1756763488,Our special guests should be arriving,E,soon.
1756763488,Ella pensó que she had seen a,CS,ghost
1756763488,El gato estaba acurrucado in Aunt Anna's,CS,lap.
1756763488,The prisoners were planning their,E,escape
1756763488,"Después del huracán, el área alrededor de la ventana was filled with broken",CS,glass
1756763488,He quit his job and left his family so that he could sail around the,E,world
1756763488,He decided to travel in Iran even though he knew it could be,E,dangerous
1756763488,Tom saltó en el lago and made a big,CS,splash
1756763488,"Within minutes of arriving at the office, the executive spilled his thermos full of",E,coffee
1756763488,Él sabía que podía llamar a Chris incluso in the middle of the,CS,night
1756763488,Shuffle the cards thoroughly before you,E,deal.
1756763488,"As the weather got warmer, Mark started wearing his lighter jacket instead of his heavy winter",E,coat
1756763488,No toque the sticky wet,CS,paint.
1756763488,None of his books made any,E,sense.
1756763488,He mailed the letter without a,E,stamp
1756763488,"Cuando Andres llegó al restaurante inseperadamente, Lorenzo le trajo una silla from the adjacent",CS,room.
1756763488,The white seagull dove down and caught a,E,fish
1756763488,"Al atender a pacientes hospitalizados, un médico a veces necesita the help of a",CS,nurse
1756763488,A Raquel le encanta el olor del tabaco pero she can't stand all the,CS,smoke.
1756763881,They saw the lightning and heard the,E,thunder
1756763881,Le preguntaron al joyero si podía examinar the ring's huge,CS,diamond.
1756763881,He decided to travel in Iran even though he knew it could be,E,dangerous
1756763881,He mailed the letter without a,E,stamp
1756763881,I just had a new sound system installed in my,E,car.
1756763881,Ella pensó que she had seen a,CS,ghost
1756763881,He quit his job and left his family so that he could sail around the,E,world
1756763881,They decided to buy a small home and build an addition with two more,E,bedrooms
1756763881,"As the weather got warmer, Mark started wearing his lighter jacket instead of his heavy winter",E,coat
1756763881,"After dinner, they spent a long time over coffee just",E,talking.
1756763881,Tom saltó en el lago and made a big,CS,splash
1756763881,Le gusta agregar limón y azúcar in his hot,CS,tea
1756763881,"While skiing, the instructor broke his",E,leg
1756763881,Shuffle the cards thoroughly before you,E,deal.
1756763881,The white seagull dove down and caught a,E,fish
1756763881,No toque the sticky wet,CS,paint.
1756763881,Carolina taught her two-year-old that the pictures are square and that the plates are,E,round
1756763881,El gato estaba acurrucado in Aunt Anna's,CS,lap.
1756763881,"Al atender a pacientes hospitalizados, un médico a veces necesita the help of a",CS,nurse
1756763881,La universidad no lo dejaba registrarse hasta que pagara las multas de demora on the borrowed,CS,books
1756763881,El entró furtivamente al room without a,CS,sound
1756763881,Ella sacó su cabeza de debajo de la canilla y reached for a,CS,towel
1756763881,Él sabía que podía llamar a Chris incluso in the middle of the,CS,night
1756763881,None of his books made any,E,sense.
1756763881,Richard was afraid to walk near the edge of the cliff because he was afraid he would,E,fall
1756763881,Un perro tiene un good sense of,CS,smell
1756763881,"Todas las mañanas, antes de ir a la escuela, su madre preparaba su ropa and packed his",CS,lunch
1756763881,The prisoners were planning their,E,escape
1756763881,Giraffes are known for their long necks and zebras for their,E,stripes
1756763881,Ten cuidado porque la parte de arriba del stove is very,CS,hot
1756763881,Ron bought a board for the window that was too long and then he bought one that was too,E,short
1756763881,It is important to be on,E,time.
1756763881,"Después del huracán, el área alrededor de la ventana was filled with broken",CS,glass
1756763881,"Tracy y su esposo no eran católicos, pero ella estaba contenta cuando un sacerdote cálidamente recibió a their three",CS,children
1756763881,Antes que ella llegara él abrió una botella de vino y put on some soft,CS,music
1756763881,The ship disappeared into the thick,E,fog
1756763881,Our special guests should be arriving,E,soon.
1756763881,"Cuando Andres llegó al restaurante inseperadamente, Lorenzo le trajo una silla from the adjacent",CS,room.
1756763881,No me gustó el espectáculo so I changed the,CS,channel
1756763881,El niño malo was sent to his,CS,room.
1756763881,After lunch he scraped the cold food from his,E,plate
1756763881,"Cuando se fue la luz, the house became",CS,dark.
1756763881,A Raquel le encanta el olor del tabaco pero she can't stand all the,CS,smoke.
1756763881,Patricia had never seen a spider get tangled up in its own,E,web.
1756763881,William played his stereo much too,E,loud.
1756763881,"Está lloviendo, y me olvidé de mi coat, hat, and",CS,umbrella
1756763881,Su piel estaba roja por haber pasado the day at the,CS,beach
1756763881,"Within minutes of arriving at the office, the executive spilled his thermos full of",E,coffee
1756763889,Ella pensó que she had seen a,CS,ghost
1756763889,I just had a new sound system installed in my,E,car.
1756763889,Shuffle the cards thoroughly before you,E,deal.
1756763889,Patricia had never seen a spider get tangled up in its own,E,web.
1756763889,"Within minutes of arriving at the office, the executive spilled his thermos full of",E,coffee
1756763889,Ron bought a board for the window that was too long and then he bought one that was too,E,short
1756763889,Él sabía que podía llamar a Chris incluso in the middle of the,CS,night
1756763889,Giraffes are known for their long necks and zebras for their,E,stripes
1756763889,El entró furtivamente al room without a,CS,sound
1756763889,"Al atender a pacientes hospitalizados, un médico a veces necesita the help of a",CS,nurse
1756763889,William played his stereo much too,E,loud.
1756763889,Carolina taught her two-year-old that the pictures are square and that the plates are,E,round
1756763889,Richard was afraid to walk near the edge of the cliff because he was afraid he would,E,fall
1756763889,"Después del huracán, el área alrededor de la ventana was filled with broken",CS,glass
1756763889,La universidad no lo dejaba registrarse hasta que pagara las multas de demora on the borrowed,CS,books
1756763889,Antes que ella llegara él abrió una botella de vino y put on some soft,CS,music
1756763889,The prisoners were planning their,E,escape.
