ID,Item,Itemtype,Completion
1750874407,"Als der Strom ausfiel, sahen wir nichts mehr and the house became",code_switching,
1750874407,Maria shut the front window and locked the back,English,door
1750874407,The inmates in prison were planning their,English,escape
1750874407,"Dass er aufgewachsen war im Süden, you could tell by his",code_switching,accent
1750874407,"Mike felt sorry, but it was not his",English,fault
1750874407,"Der Lehrer sah, dass einige Schüler schummelten and wrote down their",code_switching,names
1750874407,I didn't like the show so I changed the,English,channel
1750874407,"Wenn du ins Bett gehst, turn off the",code_switching,light
1750874407,Man kann die Tür nicht öffnen with the wrong,code_switching,key
1750874407,The man downstairs played his stereo much too,English,loud
1750874407,Everyone was honking at the old man who was driving too,English,fast
1750874407,The schools closed down because the teachers decided to go on,English,strike
1750874407,Be careful because the top of the stove is very,English,hot
1750874407,"Giraffen sind für ihre langen Hälse bekannt, and zebras for their ",code_switching,stripes
1750874407,Sie sahen den Blitz and clearly heard the,code_switching,thunder
1750874407,"In caring for hospitalized patients, a doctor often needs the help of a",English,nurse
1750874407,"Richard hatte Angst, nahe am Rand der Klippe zu gehen, because he was afraid to ",code_switching,
1750874407,She had to leave the movie when the baby started to,English,cry
1750874407,Most people in our country spend December 25th with their,English,family
1750874407,Die junge Mutter aus der Nachbarschaft fütterte her baby some warm,code_switching,milk
1750874407,Paul painted the clown's suit blue and gave him a big red,English,nose
1750874407,"Nachdem der Hurrikan das Fenster zerstört hatte, war das Zimmer filled with broken",code_switching,glass
1750874407,Die Jungen spielten Murmeln and the girls jumped,code_switching,high
1750874407,Ein Hund in guter Gesundheit has a good sense of,code_switching,smell
1750874407,"Er hat sich selbst eine Notiz geschrieben, so that he wouldn't ",code_switching,forget
1750874407,The rude waiter in the restaurant was not given a,English,tip
1750874407,"Nora konnte die Nachricht nicht aufschreiben, weil sie keinen Stift hatte or a piece of",code_switching,paper
1750874407,Bill sprang in den See and made a big,code_switching,splash
1750874407,The groom took the bride's hand and placed the ring on her,English,finger
1750874407,Keine seiner Geschichten made any real,code_switching,impact
1750874407,"Er wusste, dass er Chris anrufen konnte, auch in the middle of the",code_switching,night
1750874407,"Nachdem er bemerkte, dass er das Besteck für seinen Salat vergessen hatte, ging der Kunde zurück to get himself a",code_switching,fork
1750874407,"Ich begrüßte ihn, aber I could not remember his",code_switching,name
1750874407,The surfer from Hawaii fell off his surfboard after the first big,English,wave
1750875716,The white seagull dove down and caught a,English,fish
1750875716,Tim warf einen Stein and broke the,code_switching,window
1750875716,Phil nutzte die Pipette und tat einige drops in his,code_switching,sample
1750875716,Shuffle the cards thoroughly before you,English,play
1750875716,"Bevor sie ankam, öffnete er eine Flasche Wein and put on some soft",code_switching,music
1750875716,"Anfangs lehnte der Junge es ab, aber eventually he changed his ",code_switching,mind
1750875716,Die Bauarbeiterin hatte sehr muskulöse Arme bekommen from unloading cement from the,code_switching,truck
1750875716,"Rachel liebt den Geruch von Tabak, but she can't stand all the",code_switching,smoke
1750875716,"It's raining, and I forgot everything: my coat, hat, and",English,umbrella
1750875716,He settled for German wine because the imported stuff was too,English,expensive
1750875716,His skin was bright red from spending time at the,English,beach
1750875716,Die Mieter entschieden sich nach weiter steigenden Mietpreisen to take their landlord to,code_switching,court
1750875716,He liked lemon and sugar in his hot,English,tea
1750875716,Cold damp weather makes her joints ache so she took some aspirin for the,English,pain
1750875716,Das Eichhörnchen versteckte ein paar Nüsse in the big,code_switching,tree
1750875716,Every morning before school his mother laid out his clothes and packed his,English,bag
1750875716,He was cold most of the night and finally got up to get another,English,blanket
1750875716,It was important for him to be on,English,time
1750875716,An heißen Tagen sonnen sich viele Leute on the nearest,code_switching,beach
1750875716,Ich ließ mir vor kurzem eine neue Musikanlage einbauen in my brand new,code_switching,home
1750875716,The ship with the white sails disappeared into the thick,English,fog
1750875716,"Katzen lieben es, gekrault zu werden behind the",code_switching,ears
1750875716,Our long-awaited guests should be arriving,English,soon
1750875716,"After dinner, they spent a long time over coffee just",English,talking
1750875716,Er kaufte ihr eine Perlenkette for her,code_switching,birthday
1750875716,"Er kündigte seinen Job und verließ seine Familie, so he could sail around the",code_switching,world
1750875716,Steve spilled coffee all over his white,English,shirt
1750875716,"Ron kaufte ein Brett für das Fenster, das zu lang war, und dann kaufte er eins, that was way too",code_switching,big
1750875716,John fegte den Boden with a long,code_switching,handle
1750875716,"At the end of the trip, Pam had no more clothes to",English,
1750875716,"Simon denkt, dass es ok ist, sich laute Musik anzuhören, even if his door is",code_switching,open
1750875716,"As the weather got warmer, Mark started wearing his lighter jacket instead of his heavy winter",English,coat
1750875716,"Esther dachte nicht, dass das Schwert gefährlich war, because it wasn't very",code_switching,dangerous
1750875716,Es ist schwer zuzugeben when one is,code_switching,alone
1750875716,"In any case, don't touch the sticky wet",English,thing
1750875716,Die Katze lag gerne curled up in Jill's,code_switching,lap
1750875716,The child cried continuously and upset her,English,mother
1750875716,The young man in the park must keep his pet on a,English,leash
1750875716,"When George couldn't get into his car, he got down on one knee and reached under the bumper for the spare",English,tire
1750875716,The movers seemed to take great delight in tossing the boxes marked,English,fragile
1750875716,Es gab bunte Bilder on every single,code_switching,
1750875716,"Er entschied sich, im Iran zu reisen, obwohl er wusste, it could be",code_switching,dangerous
1750875716,Jede Nacht um Mitternacht machten the boy scouts a huge,code_switching,fire
1750875716,He had just enough time to buy a cake from the store and change his clothes before the guests,English,arrive
1750875716,Rafael wants to preserve the forest by guarding every,English,tree
1750875716,Sharon trocknete die Schüsseln with a big,code_switching,towel
1750875716,Sie züchteten Schweine on their,code_switching,farm
1750875716,The colonel wished the sergeant would treat his command not as a polite request but as a direct,English,order
1750875995,The schools closed down because the teachers decided to go on,English,strike
1750875995,"Giraffen sind für ihre langen Hälse bekannt, and zebras for their ",code_switching,stripes
1750875995,She had to leave the movie when the baby started to,English,cry
1750875995,The little girl refused to go to sleep until he told her a,English,story
1750875995,The inmates in prison were planning their,English,escape
1750875995,"Richard hatte Angst, nahe am Rand der Klippe zu gehen, because he was afraid to ",code_switching,fall
1750875995,"Wenn du ins Bett gehst, turn off the",code_switching,lights
1750875995,"Nachdem er bemerkte, dass er das Besteck für seinen Salat vergessen hatte, ging der Kunde zurück to get himself a",code_switching,fork
1750875995,"Er wusste, dass er Chris anrufen konnte, auch in the middle of the",code_switching,night
1750875995,"Der Lehrer sah, dass einige Schüler schummelten and wrote down their",code_switching,answers
1750875995,Die Jungen spielten Murmeln and the girls jumped,code_switching,high
1750875995,"Nora konnte die Nachricht nicht aufschreiben, weil sie keinen Stift hatte or a piece of",code_switching,paper
1750875995,"In caring for hospitalized patients, a doctor often needs the help of a",English,
1750875995,Ein Hund in guter Gesundheit has a good sense of,code_switching,smell
1750875995,Die meisten Haiangriffe passieren very close to,code_switching,shore
1750875995,"Als der Strom ausfiel, sahen wir nichts mehr and the house became",code_switching,dark
1750875995,The office secretary mailed the letter without a,English,stamp
1750875995,Jeden Morgen flechtet Susan ihrer kleinen Tochter die Haare and helps her dress for,code_switching,school
1750875995,I didn't like the show so I changed the,English,channel
1750875995,Be careful because the top of the stove is very,English,hot
1750875995,Everyone was honking at the old man who was driving too,English,fast
1750875995,"Er hat sich selbst eine Notiz geschrieben, so that he wouldn't ",code_switching,forget
1750875995,Most people in our country spend December 25th with their,English,family
1750875995,"Nur wenige Minuten nach seiner Ankunft im Büro, verschüttete der Detective his thermos full of",code_switching,coffee
1750875995,"Ich begrüßte ihn, aber I could not remember his",code_switching,name
1750875995,"Nachdem der Hurrikan das Fenster zerstört hatte, war das Zimmer filled with broken",code_switching,glass
1750875995,Alfonso has started biking to work instead of driving his,English,car
1750875995,Der Vater in der Küche carved the turkey with a,code_switching,knife
1750875995,"Dass er aufgewachsen war im Süden, you could tell by his",code_switching,accent
1750875995,Die Kühe liefen von der Sonne weg into the cool,code_switching,shade
1750875995,Man kann die Tür nicht öffnen with the wrong,code_switching,key
1750875995,The children from the school across from my house went outside to,English,play
1750875995,Die junge Mutter aus der Nachbarschaft fütterte her baby some warm,code_switching,milk
1750875995,The man downstairs played his stereo much too,English,
1750875995,Keine seiner Geschichten made any real,code_switching,impact
1750875995,"Mike felt sorry, but it was not his",English,fault
1750875995,My roommate from Berlin left the dirty dishes in the,English,sink
1750875995,"Although she heard it ringing, Nancy was too busy cleaning the chimney to get the",English,phone
1750875995,Paul painted the clown's suit blue and gave him a big red,English,nose
1750875995,Bill sprang in den See and made a big,code_switching,splash
1750875995,The surfer from Hawaii fell off his surfboard after the first big,English,wave
1750875995,The boss of the store where he worked afternoons refused to give him a,English,raise
1750875995,Marsha knew the guests could remain eating appetizers for at least another,English,hour
1750875995,The fourth grade math teacher could not see well without her thick,English,glasses
1750875995,The rude waiter in the restaurant was not given a,English,tip
1750875995,Maria shut the front window and locked the back,English,door
1750875995,Sie sahen den Blitz and clearly heard the,code_switching,thunder
1750875995,The groom took the bride's hand and placed the ring on her,English,finger
1750879780,"Because Tom wants to go to India and work there for a year, he applies for a ",English,visa
1750879780,He put a new sheet on the clean,English,table
1750879780,"She needed a special charging cable, but could not find it inside her",English,purse
1750879780,She grabbed a big pitcher near the sink and filled it with,English,water
1750879780,"After a warning, the bad boy was sent to his",English,room
1750879780,It was drafty because of the cold air leaking in through the door and all the side,English,walls
1750879780,Das alte Klavier aus Italien was out of,code_switching,tune
1750879780,Vorsichtig platzierte er the violin under his,code_switching,arm
1750879780,He bought a new razor to trim his,English,beard
1750879780,He took a new cork screw and opened the,English,bottle
1750879780,"Tracy und ihr Mann waren nicht katholisch, aber sie war froh, als der Priester welcomed their three",code_switching,children
1750879780,"Niemand konnte Dan beim Klassentreffen wiedererkennen, because he had grown a ",code_switching,beard
1750879780,The problem with my friend Paul is that he can't take a,English,
1750879780,Sie zog ihren Kopf unter dem Wasserhahn hervor and reached for a,code_switching,towel
1750879780,After dinner they got up and washed the,English,dishes
1750879780,Als Daniela ungeplannt im Restaurant auftachte gab Laurie ihm einen Stuhl from the adjacent,code_switching,room
1750879780,"Sie entschieden, ein kleines Haus zu kaufen und bauten an addition with two more",code_switching,rooms
1750879780,Die zwei Räuber trugen Waffen but they didn't,code_switching,shoot
1750879780,Sam konnte nicht glauben dass her story was,code_switching,true
1750879780,The house rules did not allow visitors to feed the,English,animals
1750879780,Er nahm sich einen kleinen Taschenrechner und typed in some,code_switching,numbers
1750879780,"Sie klappt einen großen Wäscheständer auf, to dry the ",code_switching,clothes
1750879780,She took her new pen to take some,English,notes
1750879780,After two hours of hard work they decided to take a short,English,break
1750879780,Joe went to the hardware store and bought a replacement window at twice the original,English,price
1750879780,Peter malte die Wände der Vogelausstellung blau an to resemble the,code_switching,birds
1750879780,"Sie hat ein neues Anti-Virus-Programm installiert und ist nun überzeugt davon, that her laptop is",code_switching,secure
1750879780,As soon as they reached the sand he stopped to take off his,English,shoes
1750879780,Cindy taught her two-year old that the pictures are square and that the plates are,English,round
1750879780,She honestly seriously thought she had seen a,English,ghost
1750879780,"Da der hölzerne Gartenstuhl eine harte Sitzfläche hatte, holte Karen a soft, fluffy ",code_switching,cushion
1750879780,She needs a custom-made wheel chair with an electric,English,motor
1750879780,"Nachdem der Juwelier gefragt wurde, überprüfte er the ring's huge",code_switching,size
1750879780,Im Supermarkt nahm er sich einen großen Einkaufswagen und started filling it with,code_switching,groceries
1750879780,Der Ausgang war gekennzeichnet by a large,code_switching,sign
1750879780,Das Mädchen holte sich einen luxuriösen Fön and dried her,code_switching,hair
1750879780,"Während die Nationalhymne läuft, soll man Respekt zeigen and everyone is expected to",code_switching,stand
1750879780,"In order to examine the unusual bacterium carefully, the biologist bought a more powerful",English,microscope
1750879780,"When he got older, he got himself a pair of new reading glasses to read the",English,newspaper
1750879780,The child was born with a rare,English,
1750879780,He crept into the room without a,English,sound
1750879780,Er leiht sich von Petra eine gute Fahrradpumpe to inflate the,code_switching,tires
1750879780,"After the skiing accident, Randy broke his",English,leg
1750879780,Er kratzte nach dem Mittagessen the cold food from his,code_switching,plate
1750879780,He always drinks tea in the morning and uses a special filter to catch the loose,English,leaf
1750879780,Er nahm sich ein neues Taschentuch to wipe his,code_switching,nose
1750879780,Sie nahm beim Backen ein Sieb und verteilte den powdered sugar over the,code_switching,cake
1750879780,Der biologische Dünger helped enrich the,code_switching,soil
1750887668,Er holt einen neuen Korkenzieher and opened the,code_switching,bottle
1750887668,Das Problem mit meinem Freund Paul ist that he can't take a,code_switching,break
1750887668,She installed a new anti-virus program and is now convinced that her laptop is,English,secure
1750887668,"Sie brauchte ein bestimmtes Ladekabel, aber could not find it inside her",code_switching,bag
1750887668,In the supermarket he took a big shopping cart and started filling it with,English,groceries
1750887668,"After the jeweler was asked, he would examine the ring's huge",English,stone
1750887668,"Nach zwei Stunden harter Arbeit entschieden sie, to take a short",code_switching,break
1750887668,He took a small pocket calculator and typed in some,English,numbers
1750887668,"Um die ungewöhnliche Bakterie sorgfältig untersuchen zu können, kaufte sich die Biologin a more powerful ",code_switching,microscope
1750887668,After lunch he scraped the cold food from his,English,plate
1750887668,"Since the wooden garden chair had a hard seat, Karen fetched a soft, fluffy",English,cushion
1750887668,Er kaufte sich einen neuen Rasierer to trim his,code_switching,beard
1750887668,Sie nahm sich einen neuen Stift to take some,code_switching,notes
1750887668,He borrowed a good bicycle pump from Petra to inflate the,English,tires
1750887668,Morgens trinkt er immer Tee und benutzt ein besonderes Sieb to catch the loose,code_switching,leaves
1750887668,Sie braucht einen maßgefertigten Rollstuhl with an electric,code_switching,motor
1750887668,The Hausordnung erlaubte es Besuchern nicht to feed the,code_switching,animals
1750887668,"Es gab Durchzug, weil die kalte Luft reinkam durch die Tür and all the side",code_switching,
1750887668,"Tracy and her husband weren't Catholic, but she was glad when the priest warmly welcomed their three",English,children
1750887668,She pulled her head out from under the faucet and reached for a,English,towel
1750887668,The two robbers carried guns but didn't,English,shoot
1750887668,"While baking, she took a sifter and sprinkled the powdered sugar over the",English,top
1750887668,Sam could not believe her story was,English,true
1750887668,He got out a clean tissue to wipe his,English,nose
1750887668,Sie schnappte sich am Waschbecken eine große Kanne and filled it with,code_switching,water
1750887668,The organic fertilizer helped enrich the,English,soil
1750887668,He folded out a big drying rack to dry the,English,clothes
1750887668,"Sobald sie am Sand angekommen waren, hielt er an to take off his",code_switching,shoes
1750887668,Nach dem Abendessen standen sie auf and washed the,code_switching,dishes
1750887668,Er schlich sich in den room without a,code_switching,key
1750887668,No one at the reunion recognized Dan because he had grown a,English,beard
1750887668,The old piano from Italy was out of,English,tune
1750887668,Nach einer Ermahnung wurde der böse Junge sent to his,code_switching,room
1750887668,He carefully positioned the violin under his,English,chin
1750887668,They decided to buy a small home and built an addition with two more,English,rooms
1750887668,Joe ging zum Baumarkt und kaufte Ersatzfenster at twice the original,code_switching,price
1750887668,"Er besorgt sich im Alter eine neue Lesebrille, to read the ",code_switching,newspaper
1750887668,Das Kind kam auf die Welt with a rare,code_switching,gift
1750887668,"When Daniela arrived unexpectedly at the restaurant, Laurie got him a chair from the adjacent ",English,bar
1750887668,"While the national anthem is played, one needs to show respect and everyone is expected to",English,stand
1750887668,"Sie dachte tatsächlich ernsthaft, dass she had seen a",code_switching,dog
1750887668,"Cindy brachte ihrer zweijährigen Tochter bei, dass Bilder quadratisch sind and that the plates are",code_switching,round
1750887668,Peter painted the walls of the bird exhibit light blue to resemble the,English,sky
1750887668,"Weil Tom nach Indien gehen und dort ein Jahr arbeiten möchte, he applies for a ",code_switching,visa
1750887668,The girl got herself a fancy blowdryer and dried her,English,hair
1750887668,Nach dem Unfall beim Skifahren Randy broke his,code_switching,leg
1750887668,The exit was marked by a large,English,sign
1750887668,Er legte eine saubere Decke on the clean,code_switching,floor
1751968832,"Ich begrüßte ihn, aber I could not remember his",code_switching,name
1751968832,The rude waiter in the restaurant was not given a,English,tip
1751968832,I didn't like the show so I changed the,English,channel
1751968832,The man downstairs played his stereo much too,English,loudly
1751968832,"Nora konnte die Nachricht nicht aufschreiben, weil sie keinen Stift hatte or a piece of",code_switching,paper
1751968832,Die meisten Haiangriffe passieren very close to,code_switching,shore
1751968832,Most people in our country spend December 25th with their,English,family
1751968832,"Als der Strom ausfiel, sahen wir nichts mehr and the house became",code_switching,dark
1751968832,The little girl refused to go to sleep until he told her a,English,story
1751968832,"Wenn du ins Bett gehst, turn off the",code_switching,lights
1751968832,The fourth grade math teacher could not see well without her thick,English,glasses
1751968832,"Giraffen sind für ihre langen Hälse bekannt, and zebras for their ",code_switching,stripes
1751968832,"Although she heard it ringing, Nancy was too busy cleaning the chimney to get the",English,phone
1751968832,Alfonso has started biking to work instead of driving his,English,
1751968832,The surfer from Hawaii fell off his surfboard after the first big,English,wave
1751968832,"Mike felt sorry, but it was not his",English,fault
1751968832,"Dass er aufgewachsen war im Süden, you could tell by his",code_switching,accent
1751968832,Paul painted the clown's suit blue and gave him a big red,English,nose
1751968832,She had to leave the movie when the baby started to,English,cry
1751968832,Ein Hund in guter Gesundheit has a good sense of,code_switching,
1751968832,Bill sprang in den See and made a big,code_switching,splash
1751968832,"Nur wenige Minuten nach seiner Ankunft im Büro, verschüttete der Detective his thermos full of",code_switching,coffee
1751968832,Everyone was honking at the old man who was driving too,English,fast
1751968832,"Der Lehrer sah, dass einige Schüler schummelten and wrote down their",code_switching,answers
1751968832,Maria shut the front window and locked the back,English,door
1751968832,"Er wusste, dass er Chris anrufen konnte, auch in the middle of the",code_switching,night
1751968832,The schools closed down because the teachers decided to go on,English,strike
1751968832,"Er hat sich selbst eine Notiz geschrieben, so that he wouldn't ",code_switching,forget
1751968832,The children from the school across from my house went outside to,English,play
1751968832,Marsha knew the guests could remain eating appetizers for at least another,English,hour
1751968832,My roommate from Berlin left the dirty dishes in the,English,sink
1751968832,Jeden Morgen flechtet Susan ihrer kleinen Tochter die Haare and helps her dress for,code_switching,school
1751968832,Be careful because the top of the stove is very,English,hot
1751968832,"Richard hatte Angst, nahe am Rand der Klippe zu gehen, because he was afraid to ",code_switching,fall
1751968832,The boss of the store where he worked afternoons refused to give him a,English,raise
1751968832,The groom took the bride's hand and placed the ring on her,English,finger
1751968832,Keine seiner Geschichten made any real,code_switching,difference
1751968832,Die Jungen spielten Murmeln and the girls jumped,code_switching,high
1751968832,Man kann die Tür nicht öffnen with the wrong,code_switching,key
1751968832,"Nachdem der Hurrikan das Fenster zerstört hatte, war das Zimmer filled with broken",code_switching,glass
1751968832,"Nachdem er bemerkte, dass er das Besteck für seinen Salat vergessen hatte, ging der Kunde zurück to get himself a",code_switching,fork
1751968832,The inmates in prison were planning their,English,escape
1751968832,Der Vater in der Küche carved the turkey with a,code_switching,knife
1751968832,"In caring for hospitalized patients, a doctor often needs the help of a",English,nurse
1751968832,The office secretary mailed the letter without a,English,stamp
1751968832,Die Kühe liefen von der Sonne weg into the cool,code_switching,air
1751968832,Sie sahen den Blitz and clearly heard the,code_switching,sound
1751968832,Die junge Mutter aus der Nachbarschaft fütterte her baby some warm,code_switching,milk
1751969612,Most people in our country spend December 25th with their,English,family
1751969612,The rude waiter in the restaurant was not given a,English,tip
1751969612,"Nur wenige Minuten nach seiner Ankunft im Büro, verschüttete der Detective his thermos full of",code_switching,coffee
1751969612,Alfonso has started biking to work instead of driving his,English,car
1751969612,The groom took the bride's hand and placed the ring on her,English,finger
1751969612,"Nora konnte die Nachricht nicht aufschreiben, weil sie keinen Stift hatte or a piece of",code_switching,paper
1751969612,Ein Hund in guter Gesundheit has a good sense of,code_switching,smell
1751969612,"Dass er aufgewachsen war im Süden, you could tell by his",code_switching,accent
1751969612,Be careful because the top of the stove is very,English,hot
1751969612,She had to leave the movie when the baby started to,English,cry
1751969612,"Er hat sich selbst eine Notiz geschrieben, so that he wouldn't ",code_switching,forget
1751969612,Die Kühe liefen von der Sonne weg into the cool,code_switching,air
1751969612,The fourth grade math teacher could not see well without her thick,English,glasses
1751969612,Everyone was honking at the old man who was driving too,English,fast
1751969612,"Nachdem er bemerkte, dass er das Besteck für seinen Salat vergessen hatte, ging der Kunde zurück to get himself a",code_switching,fork
1751969612,Sie sahen den Blitz and clearly heard the,code_switching,thunder
1751969612,Der Vater in der Küche carved the turkey with a,code_switching,knife
1751969612,"Der Lehrer sah, dass einige Schüler schummelten and wrote down their",code_switching,answers
1751969612,The boss of the store where he worked afternoons refused to give him a,English,raise
1751969612,"Nachdem der Hurrikan das Fenster zerstört hatte, war das Zimmer filled with broken",code_switching,glass
1751969612,The children from the school across from my house went outside to,English,play
1751969612,My roommate from Berlin left the dirty dishes in the,English,sink
1751969612,Die junge Mutter aus der Nachbarschaft fütterte her baby some warm,code_switching,milk
1751969612,"In caring for hospitalized patients, a doctor often needs the help of a",English,nurse
1751969612,"Er wusste, dass er Chris anrufen konnte, auch in the middle of the",code_switching,night
1751969612,Paul painted the clown's suit blue and gave him a big red,English,nose
1751969612,The surfer from Hawaii fell off his surfboard after the first big,English,wave
1751969612,Marsha knew the guests could remain eating appetizers for at least another,English,hour
1751969612,Maria shut the front window and locked the back,English,door
1751969612,Bill sprang in den See and made a big,code_switching,splash
1751969612,Keine seiner Geschichten made any real,code_switching,impact
1751969612,"Ich begrüßte ihn, aber I could not remember his",code_switching,name
1751969612,Jeden Morgen flechtet Susan ihrer kleinen Tochter die Haare and helps her dress for,code_switching,school
1751969612,"Als der Strom ausfiel, sahen wir nichts mehr and the house became",code_switching,dark
1751969612,Man kann die Tür nicht öffnen with the wrong,code_switching,key
1751969612,Die Jungen spielten Murmeln and the girls jumped,code_switching,
1751969612,The little girl refused to go to sleep until he told her a,English,story
1751969612,"Although she heard it ringing, Nancy was too busy cleaning the chimney to get the",English,phone
1751969612,"Richard hatte Angst, nahe am Rand der Klippe zu gehen, because he was afraid to ",code_switching,fall
1751969612,The office secretary mailed the letter without a,English,stamp
1751969612,"Mike felt sorry, but it was not his",English,fault
1751969612,The man downstairs played his stereo much too,English,loud
1751969612,Die meisten Haiangriffe passieren very close to,code_switching,shore
1751969612,"Giraffen sind für ihre langen Hälse bekannt, and zebras for their ",code_switching,stripes
1751969612,The schools closed down because the teachers decided to go on,English,strike
1751969612,I didn't like the show so I changed the,English,channel
1751969612,The inmates in prison were planning their,English,escape
1751969612,"Wenn du ins Bett gehst, turn off the",code_switching,light
1751969748,The inmates in prison were planning their,English,escape
1751969748,"Mike felt sorry, but it was not his",English,fault
1751969748,"Nachdem er bemerkte, dass er das Besteck für seinen Salat vergessen hatte, ging der Kunde zurück to get himself a",code_switching,fork
1751969748,My roommate from Berlin left the dirty dishes in the,English,sink
1751969748,"Wenn du ins Bett gehst, turn off the",code_switching,lights
1751969748,Alfonso has started biking to work instead of driving his,English,car
1751969748,"Nur wenige Minuten nach seiner Ankunft im Büro, verschüttete der Detective his thermos full of",code_switching,coffee
1751969748,The groom took the bride's hand and placed the ring on her,English,finger
1751969748,Die meisten Haiangriffe passieren very close to,code_switching,shore
1751969748,The schools closed down because the teachers decided to go on,English,strike
1751969748,Die Kühe liefen von der Sonne weg into the cool,code_switching,shade
1751969748,"Although she heard it ringing, Nancy was too busy cleaning the chimney to get the",English,phone
1751969748,Marsha knew the guests could remain eating appetizers for at least another,English,hour
1751969748,"Nachdem der Hurrikan das Fenster zerstört hatte, war das Zimmer filled with broken",code_switching,glass
1751969748,Der Vater in der Küche carved the turkey with a,code_switching,
1751969748,Everyone was honking at the old man who was driving too,English,fast
1751969748,"Er wusste, dass er Chris anrufen konnte, auch in the middle of the",code_switching,night
1751969748,I didn't like the show so I changed the,English,channel
1751969748,Be careful because the top of the stove is very,English,hot
1751969748,Die Jungen spielten Murmeln and the girls jumped,code_switching,high
